country_iso3,country_name,region,income_group,expected_schooling,gdp_per_capita_ppp,health_spending_ppp,life_expectancy,obesity_prevalence,physicians_density,population,tobacco_prevalence,under5_mortality,predicted_life_expectancy_loo,residual_loo,absolute_residual_loo,prediction_band_low,prediction_band_high,position,cooks_distance,leverage,pc1,pc2,cluster_k2,cluster_k4,stable_all_specs
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,15.11816,30893.7594851041,683.639620397393,71.97923102,17.495191,37.26,18084169.0,25.6,11.9,75.66716441959863,-3.6879333995986343,3.6879333995986343,71.19876669454757,80.1355621446497,within,0.006971250050829364,0.039979984240409064,-0.5018453296717199,0.22746892434552612,1,2,True
KEN,Kenya,Sub-Saharan Africa,Lower middle income,,4679.62182831938,175.250024188806,64.29968929,8.3567381,,47088526.0,12.6,46.8,65.54345802796222,-1.2437687379622133,1.2437687379622133,61.07506030291116,70.01185575301326,within,0.00036463110023688306,0.018385376655673608,2.296154054066039,-0.5334389172500752,2,4,True
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,12.96703,5600.2143342846,298.825105142561,71.54340028,16.072299,18.46,6040036.0,25.7,22.3,68.01287596393752,3.5305243160624826,3.5305243160624826,63.54447823888646,72.48127368898858,within,0.0020266141126207217,0.012682087509246619,0.8468341484473282,0.5668553835030037,2,3,True
KHM,Cambodia,East Asia & Pacific,Lower middle income,,4968.57276699143,201.242490733866,68.66739766,2.7725359,1.5,15623251.0,24.0,29.6,66.90946546741702,1.7579321925829845,1.7579321925829845,62.441067742365966,71.37786319246808,within,0.0008694865694414172,0.021946068798836215,1.6833790726849887,0.611065956004976,2,3,True
KIR,Kiribati,East Asia & Pacific,Lower middle income,,2616.17635911711,166.737065407313,61.68537375,43.749416,,116815.0,47.1,58.6,66.23474640022224,-4.549372650222239,4.549372650222239,61.76634867517118,70.7031441252733,below,0.03350248737625104,0.12626184302863508,1.3762258492280104,2.5014534117105622,2,3,False
KOR,"Korea, Rep.",East Asia & Pacific,High income,16.6031,44849.106767089,2573.42287690324,82.40187033,4.8409957,22.42,51014947.0,23.6,3.5,79.13193608091709,3.269934249082908,3.269934249082908,74.66353835586602,83.60033380596815,within,0.005074977708106561,0.037021515743716725,-1.9783632463952532,-0.006271943668169874,1,1,True
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income,14.69398,57763.5174574395,1908.05147125182,81.44722022,40.770072,26.47,3834574.0,19.6,9.1,78.69842575511217,2.748794464887837,2.748794464887837,74.2300280300611,83.16682348016323,within,0.004497001393872254,0.046423361447788525,-2.276341920117181,-0.8432027477569496,1,1,True
LAO,Lao PDR,East Asia & Pacific,Lower middle income,11.22174,6703.74124348885,149.331132502307,66.87363139,5.6516308,4.0,6801645.0,32.7,44.4,68.15408347989847,-1.2804520898984748,1.2804520898984748,63.68568575484742,72.62248120494954,within,0.0009596041070753875,0.045652391021945106,1.731694138734453,1.3976258721304011,2,3,True
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,14980.020515614,1264.11017471595,78.43741249,28.022563,21.23,6472469.0,41.4,12.9,75.0907392634397,3.3466732265602985,3.3466732265602985,70.62234153838864,79.55913698849076,within,0.0056678556668403116,0.03947210255982346,-1.3069934497236633,1.6540010554313358,1,1,False
LBR,Liberia,Sub-Saharan Africa,Low income,,1714.09047960464,170.118354189997,60.37754989,9.7562037,0.36,4659431.0,8.3,93.2,61.69460729130272,-1.3170574013027192,1.3170574013027192,57.22620956625166,66.16300501635376,within,0.0016110582071953775,0.07244358302872698,3.3135860696028328,-0.8241785268090911,2,4,True
LBY,Libya,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,,12195.3486990421,1039.53068417024,72.65332031,32.220063,18.61,6531819.0,27.4,13.3,73.0041800472427,-0.3508597372427005,0.3508597372427005,68.53578232219164,77.47257777229376,within,4.544437204901194e-05,0.028794605714042257,-0.6339025634248524,0.3243150040104244,1,2,True
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,13.89519,20939.8810312364,657.236944482248,76.39243252,28.198957,,174905.0,15.7,18.7,73.1024036230644,3.2900288969355955,3.2900288969355955,68.63400589801336,77.57080134811545,within,0.0031332470321605048,0.02257840760518727,-0.47571598310390356,-0.8283017823624952,1,2,True
LKA,Sri Lanka,South Asia,Upper middle income,,13329.779343882,434.534712526724,76.44590803,6.9951013,8.3,20970000.0,23.1,8.7,71.58502733076398,4.86088069923602,4.86088069923602,67.11662960571292,76.05342505581504,above,0.006267038149274299,0.02068857179199096,-0.1055344193192787,0.26819654069692844,1,2,False
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,11.81651,2986.95866729879,283.111392694117,48.83813559,17.735034,,2104611.0,27.1,75.1,66.65312615675154,-17.81499056675154,17.81499056675154,62.184728431700485,71.1215238818026,below,0.18346974043325756,0.04509115398875942,2.992408595450022,0.8315901235168135,2,4,True
LTU,Lithuania,Europe & Central Asia,High income,16.44508,35264.7149248316,1858.08305816395,74.36612877,22.044916,43.38,2911109.0,35.4,5.0,78.61098704920587,-4.2448582792058716,4.2448582792058716,74.14258932415481,83.07938477425694,within,0.004609846482921343,0.019955295773793815,-1.7233298988335577,1.030555865851771,1,1,False
LUX,Luxembourg,Europe & Central Asia,High income,14.06477,130097.338289025,5546.68241910198,82.3849065,18.297787,29.08,569604.0,25.6,2.5,84.4603789608061,-2.075472460806097,2.075472460806097,79.99198123575505,88.92877668585714,within,0.0023424907103984376,0.0424172026395571,-3.200753802257013,-0.18665337301054996,1,1,True
LVA,Latvia,Europe & Central Asia,High income,15.8314,30599.6133134147,1405.77567653213,74.8108617,21.872352,31.97,1977527.0,37.8,5.1,77.78291186352187,-2.972050163521871,2.972050163521871,73.31451413847083,82.25130958857292,within,0.002794186116925583,0.024674090696292835,-1.6200322208652531,1.3112800293143039,1,1,True
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,8198.80859375,403.686473721367,73.26259745,18.154462,,34607588.0,14.8,23.1,69.01338983035893,4.249207619641069,4.249207619641069,64.54499210530787,73.48178755541,within,0.0025440308449413995,0.010990173950224162,0.6309235801952716,-0.6083120611184835,2,2,True
MDA,Moldova,Europe & Central Asia,Upper middle income,11.63386,11691.0797484184,623.654913006427,71.14655162,23.362757,35.65,2835978.0,26.5,15.6,71.95817057397409,-0.8116189539740901,0.8116189539740901,67.48977284892302,76.42656829902515,within,7.773161718248538e-05,0.009204314271435622,-0.04517437779815133,0.39481526914264686,1,2,True
MDG,Madagascar,Sub-Saharan Africa,Low income,10.56871,1627.5806134224,74.9242056417763,63.35879155,2.7195975,,25426702.0,32.1,65.3,61.80149516052344,1.5572963894765621,1.5572963894765621,57.33309743547238,66.26989288557449,within,0.001403717343024131,0.04514765620195558,3.039043993615728,1.6521447120254114,2,3,True
MDV,Maldives,South Asia,Upper middle income,,18829.4481529112,1552.10542612148,77.25297582,12.542237,,428154.0,30.4,9.9,75.69252347648677,1.5604523435132336,1.5604523435132336,71.22412575143571,80.16092120153783,within,0.0007324093325918596,0.023461239178911124,-0.9617018971933198,0.7250792294257329,1,1,True
MEX,Mexico,Latin America & Caribbean,Upper middle income,14.19681,21408.9283216195,1054.36766735618,75.93967708,31.473061,23.4,121072306.0,17.6,16.6,74.19897822818443,1.7406988518155657,1.7406988518155657,69.73058050313338,78.66737595323548,within,0.0006506575827321607,0.016749556288978628,-0.7902338905918861,-0.7250525388255187,1,2,True
MKD,North Macedonia,Europe & Central Asia,Upper middle income,13.32862,19215.0740381192,921.047465171462,75.34082067,23.608172,30.17,1912430.0,39.9,11.1,75.45406390122747,-0.1132432312274716,0.1132432312274716,70.98566617617641,79.92246162627853,within,4.43577609211877e-06,0.026980078390209924,-1.0425195645171992,1.5727211537614585,1,1,True
MLI,Mali,Sub-Saharan Africa,Low income,7.34784,2686.56065073799,80.5693365319561,60.12125985,8.6353749,0.94,18593022.0,10.1,109.7,62.00920627028522,-1.8879464202852176,1.8879464202852176,57.540808545234164,66.47760399533627,within,0.0012699589204704553,0.027791272983969675,3.475998649667157,-0.6349676417215732,2,4,True
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,15.70612,46171.8893420758,3380.96255732967,81.67976101,30.724022,36.76,444220.0,27.1,6.6,79.76916134624244,1.9105996637575657,1.9105996637575657,75.30076362119138,84.2375590712935,within,0.0008827171059235527,0.01886167449513313,-2.4385565413736643,-0.014637570998481017,1,1,True
MMR,Myanmar,East Asia & Pacific,Lower middle income,,5313.88615901476,231.926060209617,67.42672255,5.8640134,,51089056.0,49.9,50.5,69.59976908246023,-2.1730465324602335,2.1730465324602335,65.13137135740917,74.06816680751129,within,0.004538094762320264,0.07496069509275011,1.3851807042125657,3.044348525154423,2,3,True
MNE,Montenegro,Europe & Central Asia,Upper middle income,,21131.8410316247,1460.07615605329,76.86028429,15.337396,23.72,624651.0,36.5,4.2,76.45450045400523,0.4057838359947681,0.4057838359947681,71.98610272895417,80.92289817905629,within,5.0835719766631655e-05,0.024081170203666846,-1.5122006794686669,1.3097896568226723,1,1,True
MNG,Mongolia,East Asia & Pacific,Upper middle income,,13974.5967260365,450.032129379922,69.246045,19.13949,32.43,3026864.0,30.6,19.4,72.41039510081738,-3.164350100817387,3.164350100817387,67.94199737576633,76.87879282586843,within,0.0023888749655304616,0.01860897538190074,0.23693463994840175,0.8451549300287934,1,2,True
MOZ,Mozambique,Sub-Saharan Africa,Low income,9.87895,1512.5997455554,87.1087646025602,55.85530982,7.0243604,,26547572.0,15.4,75.8,60.71381888260541,-4.858509062605407,4.858509062605407,56.245421157554354,65.18221660765647,below,0.01162807050896367,0.038423747455587264,3.7342040569988986,0.007992018493875642,2,4,True
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,9.02561,5969.54239289516,146.123351879781,69.45426817,18.708511,1.75,3965959.0,12.7,49.1,65.82173299950074,3.632535170499267,3.632535170499267,61.353335274449684,70.2901307245518,within,0.004443561449063806,0.026266949042301126,1.7180906070567254,-0.6833732656648719,2,4,True
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,15.05727,22499.0254570551,1085.44737859004,74.12593279,17.413495,19.73,1262879.0,20.5,14.5,74.86522197033278,-0.7392891803327899,0.7392891803327899,70.39682424528172,79.33361969538385,within,6.221121096077617e-05,0.008878468365041843,-0.48909217618787765,-0.28187037450538,1,2,True
MWI,Malawi,Sub-Saharan Africa,Low income,,1597.69145324855,90.9372436984603,61.82512095,5.2410927,,17085587.0,12.8,57.4,60.56536097610276,1.2597599738972391,1.2597599738972391,56.096963251051704,65.03375870115381,within,0.0008113086939224676,0.03987572716939961,3.2951250115639086,-0.2506429394186796,2,4,True
MYS,Malaysia,East Asia & Pacific,Upper middle income,13.66391,27699.6278860387,937.402287554636,74.27826363,17.732966,14.89,31232798.0,19.7,8.2,75.26715675827158,-0.9888931282715845,0.9888931282715845,70.79875903322053,79.73555448332263,within,0.00021245894961353294,0.016946281211346743,-0.7756638707643263,-0.3568079875239215,1,2,True
NER,Niger,Sub-Saharan Africa,Low income,5.91809,1480.39815168147,62.6787226799257,59.63358442,4.3623619,0.32,19939498.0,8.1,125.4,59.29569063099461,0.3378937890053848,0.3378937890053848,54.82729290594356,63.76408835604567,within,5.923688147988002e-05,0.04046968893963953,4.041106421498439,-0.6697177744190469,2,4,True
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,,8892.05798673631,185.883651818011,61.73359862,9.7264245,,190671878.0,4.7,117.8,67.49982316341485,-5.766224543414843,5.766224543414843,63.03142543836379,71.96822088846591,below,0.0194949542765131,0.04573379253234696,2.673463330930679,-1.4422096837571656,2,4,False
NLD,Netherlands,Europe & Central Asia,High income,18.0801,63081.4083495966,5205.19864503666,81.28069061,13.97621,34.57,16939923.0,24.9,4.1,81.73853370590409,-0.4578430959040958,0.4578430959040958,77.27013598085304,86.20693143095514,within,8.574131618221469e-05,0.03190471751553072,-2.4755376789746704,-0.10660855688069634,1,1,True
NOR,Norway,Europe & Central Asia,High income,17.78389,87688.1196708993,6144.9073964344,81.99495023,17.551239,40.91,5188607.0,20.8,2.7,82.83966229672136,-0.8447120667213568,0.8447120667213568,78.37126457167031,87.3080600217724,within,0.0002871766203883057,0.03139278032107279,-2.9123120771848066,-0.5960273397751781,1,1,True
NPL,Nepal,South Asia,Lower middle income,12.65251,3745.26182249477,161.650878659451,69.77673885,4.4135548,,27823629.0,37.7,37.8,66.47551403782793,3.301224812172066,3.301224812172066,62.00711631277688,70.943911762879,within,0.005818791866206727,0.041646711920885704,1.6400434480048307,1.968825469651643,2,3,False
NZL,New Zealand,East Asia & Pacific,High income,18.86965,45097.016468387,3337.03693948086,81.31375727,30.650365,30.31,4609400.0,14.3,5.6,78.62251507098685,2.6912421990131463,2.6912421990131463,74.15411734593579,83.09091279603791,within,0.0025098404554843566,0.027029539352598074,-2.246302062982467,-1.2406118276100726,1,1,True
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,14.26833,39813.7887054675,1470.53207169293,73.77326508,26.458925,21.3,4184895.0,8.1,11.1,76.41197557688766,-2.6387104968876542,2.6387104968876542,71.94357785183661,80.8803733019387,within,0.002967462095431771,0.033242967713941564,-0.9282718782662219,-1.6884741898996742,1,2,True
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,7.58429,4645.28631071145,111.779544365698,65.69975806,15.381765,8.5,217290883.0,23.6,74.8,65.43961448090397,0.2601435790960238,0.2601435790960238,60.971216755852915,69.90801220595503,within,2.2477972302217934e-05,0.025907708778792393,2.221287661291911,0.4734272417206463,2,3,True
PAN,Panama,Latin America & Caribbean,High income,12.70657,29933.1671530011,1899.97147994564,78.14484121,29.526275,15.79,3960035.0,7.1,17.1,75.59319542634913,2.5516457836508692,2.5516457836508692,71.12479770129806,80.06159315140019,within,0.0028163459757378257,0.033739864170992874,-1.0350751693063631,-1.8396439225425794,1,2,False
PER,Peru,Latin America & Caribbean,Upper middle income,,14540.8313160635,578.203049484522,80.33747677,21.035638,12.5,30457600.0,17.6,16.6,71.82608588745136,8.511390882548639,8.511390882548639,67.35768816240031,76.2944836125024,above,0.00866772978095616,0.009332594345166687,-0.4355216851796213,-0.5081925063433593,1,2,True
PHL,Philippines,East Asia & Pacific,Upper middle income,,7691.76308685047,268.757499478344,69.51615532,6.6070609,6.09,105312992.0,24.6,27.9,68.9959792483838,0.5201760716161914,0.5201760716161914,64.52758152333274,73.46437697343487,within,6.1910773320228e-05,0.0178469326478667,1.2166656611828894,0.5304470760454347,2,3,True
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,,4155.05563962107,66.7453690597115,66.00102041,23.753305,,8743246.0,44.1,57.3,65.57222969113391,0.42879071886608244,0.42879071886608244,61.10383196608286,70.04062741618498,within,0.00023920510544054018,0.10147937613549876,1.7608793203948991,2.4420559059771527,2,3,True
POL,Poland,Europe & Central Asia,High income,,31700.3682364154,1717.35929009022,77.27808527,21.5607,23.11,37986412.0,27.2,4.9,77.37294860286822,-0.09486333286821491,0.09486333286821491,72.90455087781717,81.84134632791927,within,1.2384481237074642e-06,0.010734434216509334,-1.6821987284223165,0.25370776837628595,1,1,True
PRT,Portugal,Europe & Central Asia,High income,16.44728,35803.3575649772,2754.23640534913,80.89189476,18.95998,47.48,10358076.0,26.4,3.6,78.59344296316779,2.298451796832211,2.298451796832211,74.12504523811674,83.06184068821884,within,0.001155059279324206,0.017054208572915727,-2.1850625767349285,0.13723770508892838,1,1,True
PRY,Paraguay,Latin America & Caribbean,Upper middle income,,14425.777586033,848.439222472206,75.16683709,27.317891,,6159103.0,11.5,21.9,71.95649673888062,3.2103403511193846,3.2103403511193846,67.48809901382955,76.42489446393168,within,0.0027310229673940156,0.02066908705546135,-0.1722018160500436,-1.1962471073530043,1,2,True
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,13.20928,6072.65031768549,505.932246673966,74.56005234,35.659257,,4270092.0,31.9,18.2,69.28128102777976,5.278771312220243,5.278771312220243,64.8128833027287,73.74967875283082,above,0.01796712167949289,0.05029339003612795,-0.22171993052524108,0.8761373628011356,1,2,False
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,11.99582,123070.887876565,3601.23643818727,77.79140376,37.929839,23.31,2344557.0,12.5,7.8,82.42635135108179,-4.634947591081797,4.634947591081797,77.95795362603073,86.89474907613285,below,0.018618242022270984,0.06760006489763426,-2.473887510720212,-1.6529120706166955,1,1,False
ROU,Romania,Europe & Central Asia,High income,14.63422,29181.8781722441,1066.21562150552,74.90936922,24.612576,27.58,19815616.0,32.8,9.2,76.64833522846526,-1.7389660084652547,1.7389660084652547,72.17993750341421,81.1167329535163,within,0.0008435157044775531,0.02175750458637439,-1.2250550949455863,0.8061870189228085,1,1,True
RUS,Russian Federation,Europe & Central Asia,High income,15.1291,35037.15234375,1285.21134694727,71.29790344,19.779965,39.25,144640716.0,31.0,8.2,77.6472481005695,-6.3493446605695,6.3493446605695,73.17885037551844,82.11564582562056,below,0.011058285972308126,0.021395779270998123,-1.0520978668490104,0.6609424576106309,1,1,True
RWA,Rwanda,Sub-Saharan Africa,Low income,11.09285,2313.09716940962,118.424316858654,66.96378175,3.1311858,1.1,11640022.0,18.5,47.3,62.742972268450416,4.22080948154958,4.22080948154958,58.27457454339936,67.21136999350148,within,0.006716160386960143,0.029405438286871574,2.5935837799127666,0.22948526936997318,2,4,True
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,,58498.5399040699,3036.18967984046,76.88889936,36.607644,24.44,29816382.0,14.5,9.0,79.45812406836237,-2.56922470836237,2.56922470836237,74.9897263433113,83.92652179341343,within,0.0028006493043056815,0.03309425790944012,-1.9860419165844065,-1.318200862098197,1,1,True
SEN,Senegal,Sub-Saharan Africa,Lower middle income,9.27044,3593.79477121279,131.086486936583,67.3624183,8.1595384,,14593331.0,8.1,52.2,63.617851176696746,3.7445671233032556,3.7445671233032556,59.14945345164569,68.08624890174781,within,0.004654171701168214,0.025890310461596778,2.455123200561591,-0.9164363035684995,2,4,True
SGP,Singapore,East Asia & Pacific,High income,,109894.041337341,3650.03509193405,82.84921063,10.065311,21.4,5535002.0,14.9,2.7,82.24057124593668,0.6086393840633235,0.6086393840633235,77.77217352088562,86.70896897098774,within,0.0002994927572695665,0.06306150312324543,-2.591644500377129,-1.0680679036937977,1,1,True
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,,2665.06620679799,104.819583639622,65.15166823,19.040756,,639415.0,39.5,25.0,64.55944010247424,0.5922281275257575,0.5922281275257575,60.091042377423186,69.0278378275253,within,0.00021441482214353306,0.047684237335042956,1.6661284724925687,2.108353915988357,2,3,True
SLE,Sierra Leone,Sub-Saharan Africa,Low income,,2628.17058065746,315.226844600824,56.88673236,6.1630733,,7037655.0,18.8,136.8,65.69038627687789,-8.803653916877884,8.803653916877884,61.22198855182683,70.15878400192895,below,0.06745716124946932,0.06788912872236667,3.1939275010083388,0.10777943328973741,2,4,False
SLV,El Salvador,Latin America & Caribbean,Upper middle income,12.23846,9646.15432339854,694.855934432273,72.73292352,27.094942,,6183676.0,10.3,14.6,70.07836165376776,2.6545618662322426,2.6545618662322426,65.6099639287167,74.54675937881882,within,0.002721325597533424,0.03012263095806903,0.06736856769143044,-1.2029996143782133,1,2,True
SRB,Serbia,Europe & Central Asia,Upper middle income,14.55158,18247.8091057968,1312.5111832535,75.27946837,19.066407,30.43,7095383.0,40.1,6.3,76.01338509871442,-0.7339167287144193,0.7339167287144193,71.54498737366336,80.48178282376549,within,0.00020298845378335855,0.029395162028527978,-1.2889441625232079,1.639145465609771,1,1,True
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,12.38349,5210.2037755431,206.126920521897,70.55687146,12.866674,3.15,200291.0,7.5,23.3,65.62654529504711,4.930326164952888,4.930326164952888,61.15814756999605,70.09494302009816,above,0.0069640611665147375,0.02234649281061494,1.4866414730173085,-1.1094662552313705,2,4,False
SVK,Slovak Republic,Europe & Central Asia,High income,14.67734,33507.7913603774,2033.76661924823,76.59625031,22.020927,34.54,5423801.0,30.3,6.2,78.13385355014705,-1.5376032401470496,1.5376032401470496,73.66545582509599,82.60225127519811,within,0.0004084129625837096,0.013474387837871365,-1.6870375201022225,0.5170032099485247,1,1,True
SVN,Slovenia,Europe & Central Asia,High income,17.29199,38534.6437425951,2689.42033520024,80.46318817,16.77693,28.3,2063531.0,21.9,2.6,78.48575784415465,1.9774303258453472,1.9774303258453472,74.01736011910359,82.95415556920571,within,0.0008747568793653555,0.017449503857750424,-2.1927021211717586,-0.26742872888995317,1,1,True
SWE,Sweden,Europe & Central Asia,High income,18.5686,58955.6412361461,5360.91054780113,81.74239456,15.461805,41.74,9799186.0,28.2,2.9,81.78308910017398,-0.04069454017398755,0.04069454017398755,77.31469137512292,86.25148682522504,within,6.838920706713608e-07,0.03221167986654765,-2.7306404159871405,0.21544916113194917,1,1,True
SWZ,Eswatini,Sub-Saharan Africa,Lower middle income,,9186.65344720515,615.778601788581,52.11336327,24.569643,,1142813.0,11.0,57.5,70.29615490447613,-18.182791634476125,18.182791634476125,65.82775717942508,74.76455262952717,below,0.10333214565276712,0.0243788053888961,2.044855910527246,-1.0537772336975837,2,4,True
SYC,Seychelles,Sub-Saharan Africa,High income,14.19938,27032.2083880002,940.509809515496,73.16237091,27.369672,,93419.0,20.3,14.6,75.13198522715902,-1.9696143171590137,1.9696143171590137,70.66358750210796,79.60038295221008,within,0.000868384984689896,0.0174601518901501,-0.6833571435436502,-0.42315242928203856,1,2,True
TCD,Chad,Sub-Saharan Africa,Low income,7.34935,2822.57929900014,80.8957594269927,57.84629101,4.9044546,0.48,14647621.0,8.4,128.7,62.19135061968486,-4.34505960968486,4.34505960968486,57.722952894633806,66.65974834473592,within,0.007865551930042918,0.032496442654448385,3.7812408693506785,-0.7618064007094315,2,4,False
TGO,Togo,Sub-Saharan Africa,Lower middle income,,2588.27260980499,117.430109041544,61.52164894,8.4336579,0.47,7071502.0,8.2,75.2,62.39636919152649,-0.8747202515264902,0.8747202515264902,57.927971466475434,66.86476691657754,within,0.00029615642823593093,0.03019123633449769,3.1428884959267758,-0.8395124038179146,2,4,True
THA,Thailand,East Asia & Pacific,Upper middle income,,18814.0408554566,608.321119856769,76.97043175,10.610157,4.53,70540795.0,20.8,11.9,73.20902877166266,3.761402978337344,3.761402978337344,68.74063104661161,77.67742649671371,within,0.0034777388421670034,0.019173232323815598,-0.31144436421842525,-0.09552247988698236,1,2,True
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,,12926.6637306966,800.770845675657,68.83222809,18.314156,19.74,6215770.0,7.7,43.2,71.40999976214674,-2.5777716721467385,2.5777716721467385,66.94160203709569,75.87839748719779,within,0.0020570674999750146,0.024146697757782623,0.8600021147514295,-1.440457845458216,2,2,True
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,,4467.80007184896,238.975313867873,67.83593705,1.6386464,6.9,1205131.0,47.9,60.2,68.85872780424309,-1.0227907542430899,1.0227907542430899,64.39033007919204,73.32712552929414,within,0.0010161393174577813,0.07576659424480847,1.6336680039811098,2.912413063492878,2,3,False
TON,Tonga,East Asia & Pacific,Upper middle income,,6195.43302733786,231.881912048992,72.46352791,65.729207,,106095.0,32.3,11.9,66.85379473893788,5.609733171062118,5.609733171062118,62.38539701388682,71.32219246398893,above,0.07109960682551715,0.1762304245019678,-0.7214084376652716,0.6756451498625213,1,2,False
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,14.89108,12802.7917211433,669.961007011244,76.78627014999998,23.235148,12.72,11402264.0,27.3,18.2,72.42427954693113,4.361990603068847,4.361990603068847,67.95588182188007,76.8926772719822,within,0.0022173229887711894,0.009089868602404915,-0.3992772334813568,0.422386885835436,1,2,False
TUR,Turkiye,Europe & Central Asia,Upper middle income,17.32137,25984.8027306177,1040.8461041687,76.68525905,29.611146,17.65,78218479.0,31.5,13.3,75.9818300012169,0.703429048783093,0.703429048783093,71.51343227616584,80.45022772626797,within,0.00012791630650588564,0.02016431206577361,-1.2104450396447888,0.6206812590513024,1,2,True
TZA,Tanzania,Sub-Saharan Africa,Lower middle income,8.52868,3111.44458007813,82.0802315119814,65.15719683,7.8943603,,52020962.0,12.6,54.3,62.640712584050426,2.5164842459495773,2.5164842459495773,58.17231485899937,67.10911030910148,within,0.002224767152445321,0.027402755069232374,2.7641635415330086,-0.4013427472573689,2,4,True
UGA,Uganda,Sub-Saharan Africa,Low income,,2520.0201028843,116.622069083477,64.2155816,5.5833004,0.97,37531446.0,11.6,57.9,62.518526619984385,1.6970549800156078,1.6970549800156078,58.05012889493333,66.98692434503545,within,0.00104124247697216,0.02820058701560754,2.884072212088267,-0.47423637996285023,2,4,True
UKR,Ukraine,Europe & Central Asia,Upper middle income,,15403.7099609375,733.095386435762,72.14894514,22.71376,,45784896.0,29.3,9.5,73.45222848269081,-1.3032833426908184,1.3032833426908184,68.98383075763977,77.92062620774186,within,0.00021914674502831525,0.010063647871630402,-0.5317506319731654,0.6319633692735931,1,2,True
URY,Uruguay,Latin America & Caribbean,High income,16.34381,28941.6184540581,1844.45287445441,77.09925201,27.366474,,3368017.0,24.0,8.9,76.85765331554603,0.24159869445396964,0.24159869445396964,72.38925559049497,81.3260510405971,within,8.85739535122132e-06,0.011836272650282257,-1.4781569996459922,-0.13907415297179587,1,1,True
USA,United States,North America,High income,16.19199,64367.7188912582,9200.93133248374,78.61058161,38.210881,25.37,321815121.0,22.0,6.8,82.53595417540349,-3.9253725654034923,3.9253725654034923,78.06755645035244,87.00435190045454,within,0.011520866779227286,0.058320533214426866,-2.8239376164384,-0.7309221903417704,1,1,False
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,11.75932,7792.23605983713,322.025456246766,69.42591804,23.264825,23.63,30749346.0,19.8,19.7,68.7895563162735,0.6363617237264947,0.6363617237264947,64.32115859122246,73.25795404132455,within,5.757392683613519e-05,0.011089599181401434,0.6914257880812156,-0.1286192943530874,2,2,True
VNM,Viet Nam,East Asia & Pacific,Upper middle income,,9248.02396069622,361.439607536507,73.03125783,1.1170169,7.95,92823254.0,24.2,21.6,70.15567298676217,2.8755848432378315,2.8755848432378315,65.68727526171111,74.62407071181323,within,0.002729597979304601,0.025748054117781298,0.8409914046667791,0.4920089004512574,2,3,True
VUT,Vanuatu,East Asia & Pacific,Lower middle income,,3825.81231400229,124.431724580644,66.79010699,19.380923,,266101.0,25.3,18.6,65.01036115394922,1.779745836050779,1.779745836050779,60.541963428898164,69.47875887900028,within,0.0008465229618553402,0.020845910495421692,1.4643985790381624,0.6629056821633532,2,3,True
WSM,Samoa,East Asia & Pacific,Upper middle income,,6433.1839621351,341.68405601797,70.01944065,58.061135,,201782.0,27.6,18.3,68.188350436055,1.8310902139450036,1.8310902139450036,63.71995271100395,72.65674816110607,within,0.005236380461856797,0.1218175350809399,-0.27520288126098835,0.2559465194064987,1,2,True
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,,14541.6748613669,1078.90839908691,63.26267522,29.275212,7.63,56723537.0,23.2,38.2,73.56988475396217,-10.307209533962173,10.307209533962173,69.10148702891112,78.03828247901322,below,0.024462595756003333,0.017960500131012483,0.4604440319255529,-0.08139382111993644,2,2,True
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,,3576.92544834125,147.84147758589,60.4135173,7.9117604,,16399089.0,15.9,60.2,64.60978892913445,-4.196271629134451,4.196271629134451,60.1413912040834,69.07818665418552,within,0.004080440167556019,0.018074984165366504,2.7715733385160077,-0.14511859599032004,2,4,False
